,All
51->52,0.04
52->53,0.16
53->54,0.2
54->55,0.0
55->56,0.16
56->57,0.2
57->58,0.04
58->59,0.08
59->60,0.2
60->61,0.24
61->62,0.36
62->63,0.2
63->64,0.16
64->65,0.28
65->66,0.08
66->67,0.12
67->68,0.36
68->69,0.08
69->70,0.16
70->71,0.04
71->72,0.04
72->73,0.04
73->74,0.24
74->75,0.0
75->76,0.12
76->77,0.2
77->78,0.16
78->79,0.16
79->80,0.2
80->81,0.04
81->82,0.04
82->83,0.16
83->84,0.16
84->85,0.48
85->86,0.12
86->87,0.48
87->88,0.32
88->89,0.24
89->90,0.2
90->91,0.16
91->92,0.04
92->93,0.08
93->94,0.24
94->95,0.12
95->96,0.32
96->97,0.24
97->98,0.12
98->99,0.2
99->100,0.12
100->101,0.32
