,All
51->52,0.08
52->53,0.12
53->54,0.08
54->55,0.04
55->56,0.0
56->57,0.0
57->58,0.08
58->59,0.08
59->60,0.2
60->61,0.08
61->62,0.16
62->63,0.04
63->64,0.08
64->65,0.2
65->66,0.0
66->67,0.12
67->68,0.28
68->69,0.04
69->70,0.08
70->71,0.04
71->72,0.16
72->73,0.16
73->74,0.24
74->75,0.12
75->76,0.04
76->77,0.04
77->78,0.12
78->79,0.12
79->80,0.12
80->81,0.08
81->82,0.16
82->83,0.2
83->84,0.04
84->85,0.24
85->86,0.28
86->87,0.16
87->88,0.04
88->89,0.16
89->90,0.02
90->91,0.04
91->92,0.04
92->93,0.08
93->94,0.04
94->95,0.0
95->96,0.24
96->97,0.04
97->98,0.08
98->99,0.04
99->100,0.08
100->101,0.04
